-100	0.012191	0.722028	0.173425	0.171624
-95	0.00820952	0.713432	0.165173	0.176818
-90	0.0137331	0.709253	0.16392	0.184621
-85	0.00627954	0.709574	0.162537	0.178646
-80	0.00162303	0.720679	0.160896	0.177478
-75	0.00700333	0.71001	0.172157	0.180183
-70	0.00390289	0.710614	0.167642	0.182924
-65	0.0116356	0.696952	0.165768	0.18032
-60	0.00682056	0.695083	0.174808	0.18587
-55	0.00613877	0.681962	0.176285	0.185371
-50	-0.00219603	0.682042	0.175461	0.192472
-45	0.00581868	0.660066	0.179227	0.197425
-40	0.0136822	0.640335	0.175489	0.193776
-35	0.0233305	0.629444	0.182362	0.19997
-30	0.0122957	0.59889	0.188483	0.208182
-25	0.00553046	0.581121	0.201643	0.20674
-20	-0.00504184	0.558652	0.189552	0.217472
-15	0.0304437	0.524758	0.203721	0.227956
-10	0.0121488	0.554752	0.205	0.208572
-5	0.0161383	0.568977	0.203721	0.212414
0	0.0195553	0.592759	0.183366	0.212765
5	0.00326577	0.621848	0.18275	0.210344
10	0.00520209	0.629977	0.184223	0.208049
15	0.020763	0.656528	0.181127	0.194704
20	0.0132929	0.669681	0.176726	0.19487
25	0.0116147	0.665271	0.178765	0.187265
30	0.017192	0.679328	0.169646	0.181243
35	0.00161738	0.695575	0.171845	0.186624
40	0.0101895	0.705282	0.168573	0.177942
45	0.00424143	0.713979	0.171767	0.180412
50	0.0108796	0.711093	0.167795	0.182537
55	0.0138613	0.714799	0.164945	0.177182
60	-0.00478803	0.722627	0.164043	0.17278
65	0.00223638	0.707366	0.161147	0.175947
70	0.0142711	0.72486	0.170201	0.182543
75	0.00997917	0.727407	0.166856	0.178283
80	0.00813527	0.712688	0.171654	0.172396
85	0.0148785	0.724839	0.172949	0.171538
90	-0.000781826	0.718049	0.160724	0.175462
95	0.00294632	0.726704	0.16109	0.173234
100	0.00825161	0.718222	0.162845	0.180354
