-100	0.0147897	0.748165	0.173689	0.180109
-95	0.0136694	0.767086	0.170811	0.183461
-90	0.0204606	0.755335	0.169688	0.184977
-85	0.00721735	0.746823	0.166436	0.178606
-80	0.0108525	0.756618	0.176546	0.177095
-75	0.00892975	0.744715	0.170966	0.186076
-70	0.00849696	0.737075	0.166527	0.17412
-65	0.010153	0.751657	0.174163	0.182946
-60	0.0141748	0.732496	0.17127	0.185432
-55	0.0168846	0.727905	0.172936	0.194917
-50	0.0109261	0.718422	0.181126	0.194898
-45	0.0118453	0.725435	0.181831	0.201529
-40	0.0122339	0.690212	0.192439	0.198833
-35	0.00631292	0.688212	0.183547	0.202243
-30	0.00990363	0.677468	0.194562	0.209723
-25	0.00275391	0.647035	0.194447	0.219241
-20	0.0160062	0.623489	0.20354	0.216751
-15	0.0236239	0.594857	0.213848	0.224497
-10	0.0132091	0.588638	0.206139	0.226067
-5	0.00110569	0.616171	0.198141	0.21929
0	0.332802	0.71175	0.180521	0.185265
5	0.399518	0.751844	0.174496	0.1714
10	0.233238	0.712809	0.18076	0.186128
15	0.0405243	0.699286	0.181818	0.202569
20	0.00750203	0.70215	0.18445	0.20812
25	0.00652059	0.716568	0.183829	0.192955
30	0.00838838	0.72972	0.191234	0.192763
35	-0.00236564	0.732584	0.174567	0.191912
40	0.00885718	0.746661	0.182014	0.183084
45	0.00895341	0.75308	0.174086	0.188302
50	0.0127023	0.762817	0.167774	0.181211
55	0.0142033	0.752698	0.171132	0.187027
60	0.0122753	0.758896	0.167115	0.180897
65	0.00512858	0.753677	0.170652	0.188143
70	0.0134968	0.754307	0.172578	0.180528
75	-0.00489664	0.769035	0.1675	0.182665
80	0.0135814	0.756608	0.162503	0.181946
85	0.00639248	0.767636	0.164974	0.19103
90	0.00578896	0.768332	0.168625	0.181901
95	0.0084374	0.7588	0.175196	0.176212
100	0.0157937	0.765494	0.167631	0.174377
