-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 5.000000000000000000e-01 5.000000000000000000e-01 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.524255610095306301e-01 4.597468349605122739e-01 4.680115876596057101e-01 4.775441297310177302e-01 4.878654881121797238e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 6.638655462184873679e-01 6.638655462184873679e-01 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.420117363296873769e-01 4.508033382527767419e-01 4.607289762295992408e-01 4.732566522406466136e-01 4.863205963245539332e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 8.277310924369747358e-01 8.277310924369747358e-01 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.344393346438031323e-01 4.442366300673332158e-01 4.550211531040984636e-01 4.706300609527042100e-01 4.858580438909660959e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 9.915966386554622147e-01 9.915966386554622147e-01 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.282304658210764337e-01 4.390946079251281109e-01 4.518933823269937200e-01 4.686833329967150519e-01 4.864627537526528545e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 1.155462184873949472e+00 1.155462184873949472e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.269951475885933045e-01 4.369487926303043390e-01 4.489284144585517500e-01 4.686050954929754653e-01 4.879965178523985037e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 1.319327731092436951e+00 1.319327731092436951e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.250873956576087798e-01 4.365632906122898782e-01 4.494720755760034936e-01 4.694982137336479178e-01 4.906830020845910356e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 1.483193277310924429e+00 1.483193277310924429e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.252072256333805922e-01 4.373782937904132084e-01 4.494543461902038017e-01 4.714572756417776955e-01 4.931341007974164303e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 1.647058823529411686e+00 1.647058823529411686e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.277362691190176314e-01 4.386203448613081313e-01 4.516784334983289240e-01 4.751480247194646567e-01 4.968928357118936878e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 1.810924369747899165e+00 1.810924369747899165e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.313245414852239223e-01 4.417054910880899854e-01 4.541980573611417715e-01 4.789453105100083263e-01 5.006744086319544484e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 1.974789915966386644e+00 1.974789915966386644e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.352817389422507510e-01 4.456273065395673361e-01 4.581938439668410967e-01 4.821250366216974781e-01 5.057578018560108246e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 2.138655462184873901e+00 2.138655462184873901e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.409652645748521338e-01 4.508254534730489205e-01 4.626184600116202139e-01 4.879198368453691037e-01 5.109325739696817248e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 2.302521008403361158e+00 2.302521008403361158e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.464314095316389008e-01 4.564088343046967533e-01 4.677004284813545132e-01 4.925143789769776959e-01 5.160269058038449153e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 2.466386554621848859e+00 2.466386554621848859e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.522293313935384362e-01 4.627085294399492232e-01 4.734224976032771481e-01 4.983501486197908781e-01 5.214202495330325648e-01
-1.000000000000000021e-02 -1.000000000000000021e-02 0.000000000000000000e+00 5.000000000000000104e-03 5.000000000000000104e-03 2.630252100840336116e+00 2.630252100840336116e+00 4.000000000000000222e-01 2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 4.000000000000000222e-01 4.587104226598773260e-01 4.679010086387150325e-01 4.788527714106999844e-01 5.037601311072367194e-01 5.267059052811733366e-01
