-1.000000000000000056e-01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.469965076091794165e-01 4.581271658766544741e-01 5.626559769341615835e-01 6.409087979931054058e-01 6.982243139134630683e-01 7.373606664341239014e-01
-9.800000000000000377e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.469877856859242327e-01 4.581277055945127130e-01 5.625985387031736673e-01 6.408819636995189972e-01 6.982157418478771582e-01 7.373546179776485632e-01
-9.600000000000000200e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.469708916524222087e-01 4.581227575810614128e-01 5.625546651469539583e-01 6.408546743555181280e-01 6.982123844099809018e-01 7.373607346398044493e-01
-9.400000000000000022e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.469477766600717383e-01 4.581154264347236937e-01 5.624479532293312767e-01 6.406188127803041921e-01 6.981595962342489470e-01 7.373006860262968365e-01
-9.199999999999999845e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.468132641143675032e-01 4.580278777822958669e-01 5.624188516565508111e-01 6.405960337574175822e-01 6.981115162614589531e-01 7.373119296956417434e-01
-9.000000000000001055e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.467630332444263441e-01 4.579894772508046330e-01 5.623913538295660652e-01 6.405799801082006084e-01 6.980799129209895870e-01 7.373347171437164560e-01
-8.800000000000000877e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.467105307228853017e-01 4.579540305979585280e-01 5.623707752716253783e-01 6.405781537795691705e-01 6.982303068473700858e-01 7.373615794332788465e-01
-8.600000000000000699e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.468817576159095362e-01 4.569780566015366197e-01 5.622683297581388961e-01 6.412972908378032910e-01 6.981951934419419192e-01 7.374153700408599965e-01
-8.400000000000000522e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.468322276728890485e-01 4.569124074185511031e-01 5.622199733086299389e-01 6.412470609869035387e-01 6.981594312113069689e-01 7.374801892632464329e-01
-8.200000000000000344e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.467768409529718210e-01 4.568502703201065551e-01 5.621880942932835357e-01 6.412000546796431388e-01 6.981380724555329431e-01 7.375587877063256581e-01
-8.000000000000000167e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.461461070446188226e-01 4.572614968463669105e-01 5.627716568285352494e-01 6.417374892618477045e-01 6.988857675878065168e-01 7.374237714367183338e-01
-7.800000000000001377e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.460854375978378639e-01 4.572154350860294647e-01 5.626997641941541284e-01 6.417059401233081717e-01 6.988860860559102939e-01 7.375643857351680266e-01
-7.600000000000001199e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.460327580779642753e-01 4.571620346281229930e-01 5.626300008872041625e-01 6.416770610899095173e-01 6.988956148139682245e-01 7.377258178675392131e-01
-7.400000000000001021e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.459902034960776529e-01 4.570975422403195099e-01 5.623694206675335927e-01 6.413528271188621011e-01 6.987043969304814750e-01 7.380139339115334707e-01
-7.200000000000000844e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.467478901197590169e-01 4.561298599161467959e-01 5.622808548993053490e-01 6.413093442804214117e-01 6.987131590711295193e-01 7.382393564757229187e-01
-7.000000000000000666e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.466974383920407354e-01 4.560475741668759686e-01 5.621662007074819112e-01 6.412476212881392801e-01 6.987261187632020087e-01 7.384792613907099623e-01
-6.800000000000000488e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.466658369902444803e-01 4.559473357603066601e-01 5.620368880213660878e-01 6.411704231674266730e-01 6.987032789652073417e-01 7.387028262725369165e-01
-6.600000000000000311e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.463366268318948449e-01 4.565700316980154660e-01 5.616434429472365597e-01 6.408849166149372945e-01 6.987257809371777428e-01 7.390123903674244987e-01
-6.400000000000000133e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.463440325456524138e-01 4.564775957192580003e-01 5.614990828455227456e-01 6.407505136518104605e-01 6.987425098338307938e-01 7.393445192798226984e-01
-6.200000000000000649e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.463743444914853864e-01 4.564029237010300832e-01 5.613360998762736420e-01 6.405804728215717114e-01 6.987484702531366887e-01 7.396900496860012719e-01
-6.000000000000000472e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.466862124094038156e-01 4.561672138564336065e-01 5.612148306601484338e-01 6.403842975151233796e-01 6.986169783091146224e-01 7.399621503414310908e-01
-5.800000000000000294e-02 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 1.000000000000000000e+00 4.467640530873742133e-01 4.561910200876496679e-01 5.610185635792293013e-01 6.401763453805220383e-01 6.986111569927309084e-01 7.403625795717443392e-01
